,index,text,cluster_id,centroid,labelled,label
31,31,yellow jackets at gas station bad cans are the worst,0,0,True,1
32,32,ios autocorrect is bad  can do my phone be capitalizing the world dumbest things ,0,0,True,1
33,33, most bad  halloween candy of all time do not debate me on this ,0,0,True,1
34,34, gambit he is not welcome in washington state or nashville serpas is straight bad  ,0,0,True,1
35,35, i guess ill just bad  this drawing because of roster changes ,0,0,True,1
36,36,the train station harry at is bad i have been to the same eurostar too they are funded my whole trip to paris bc train accident,0,0,True,1
37,37,average is basic and basic is bad ,0,0,True,1
38,38,the rams really dont wanna be bad jeff fisher really about it,0,0,True,1
39,39, when your phone go off in class the teacher say turn that bad  off but it is one of the songon your mixtape ,0,0,True,1
40,40, today something is dope tomorrow that same thing is bad  next month it is irrelevant next year it is classic ,0,0,True,1
41,41,shout out to pullz because i know if i was bad he would have kept it a buck i swear he had every i made just  because and actually bump them too,0,0,True,1
42,42, can someone find the georgia fan who talked bad  to me and told me he hope we had end up like tennessee tell him i am ,0,0,True,1
43,43,yep sources confirmed it that piggy concert last night was bad ,0,0,True,1
44,44, does not it always feel like we go into the season with offensive concepts that we inevitably bad  and then we get good ,0,0,True,1
45,45, the is very equal this season everybody showed glimpses of being bad ,0,0,True,1
46,46, mins for and joel to pick out a bad  can meijer now doyou guys understand why i took shots before this trip,0,0,True,1
47,47,or i am vibing and they ask to see the aux cord knowing they about to play some bad  ,0,0,True,1
48,48,i wanna go to a bad talk concert,0,0,True,1
49,49, i am only back because i do not wanna see the boys lose to bad  vote,0,0,True,1
50,50,my arguement with she is the baddest white girl is she is bad  her argurment with she is bad  is but she is paid ,0,0,True,1
51,51,just as bad as the others fixed none of my issues now anyone download ios yet ,0,0,True,1
52,52, but you all make the mutual decision to have sex on the first date but she is bad  what kind of math ,0,0,True,1
53,53, thanks now go clean that bad  can your little nasty ,0,0,True,1
54,54,walking dead  going to  be so bad  this season,0,0,True,1
55,55,yea buddy a lot of bad  talk going on,0,0,True,1
56,56,the nations know who we are but we rather be real niggers bad bitches ,0,0,True,1
57,57, man what about wilson being the black to win a chip  talking  about bad  talk no shine for russell ,0,0,True,1
58,58,can tell if mexico has been impressive or if brazil has just been bad today,0,0,True,1
59,59, in their primes would have dominated in on just so much mentally tougher mj bad  talk alone would ,0,0,True,1
60,60, terror i am get this so every time i throw bad  away its where it really belongs ,0,0,True,1
61,61,there is a bad  bag in my hall thats been there for like weird thing it changes consistency every few days,0,0,True,1
62,62, and a prime leija would bad  most of these dudes today ,0,0,True,1
63,63,these are insane and cigars bad  foam done bumped his head these are insane like so insane ,0,0,True,1
64,64, klain real sole job is to dampen down the mushrooming bad and political fallout heading into november election ,0,0,True,1
65,65, how i feel when i am throwing bad  away everyday in school ,0,0,True,1
66,66, once it gets cold you all  going to  be bad again ,0,0,True,1
67,67,fine chicks lap dances always bad,0,0,True,1
68,68, grossman that is what sports are about forget the arrogance bad talking its about making people feel like they are a part ,0,0,True,1
69,69, how i feel when i am throwing bad  away everyday in school ,0,0,True,1
70,70,surprise surprise bad brandon darby border patrol sources ,0,0,True,1
71,71,he so bad cary william got carried ,0,0,True,1
72,72, whoever made this twitter doesnt like the lakers they making a comeback but this still continues to bad  talk them ,0,0,True,1
73,73, i only read alex ramos bad  to gain followers vote ,0,0,True,1
74,74, if crabtree would caught that over sherman for the game you all woulda said sherman bad  he got what ,0,0,True,1
75,75,the bengals have been bad  for like weeks it seems,0,0,True,1
76,76, bad  your show was a disgrace this engaging disrespecting the president,0,0,True,1
77,77, for real this game is pub bad  let us do drugs and get smashed,0,0,True,1
78,78, i am only back because i do not wanna see the boys lose to bad  vote,0,0,True,1
79,79, female ig models in person be so bad  ,0,0,True,1
80,80,eharmony just informed me that my soulmate is an sea doo with a bad  bag of what a burger taquitos bungeed on top ,0,0,True,1
81,81, yes they bad  this man capitalized his i taking all your fans ,0,0,True,1
82,82,it is not april fool yet jay bad  ,0,0,True,1
83,83, how i feel when i am throwing bad  away everyday in school ,0,0,True,1
84,84, i guess my confessions bad   because   none of them got posted famu,0,0,True,1
85,85, skin diamond really was the last champion for ebony porn everything else is kinda bad  now ,0,0,True,1
86,86, gambit he is not welcome in washington state or nashville serpas is straight bad  ,0,0,True,1
87,87, i only read alex ramos bad  to gain followers vote ,0,0,True,1
88,88, i am only back because i do not wanna see the boys lose to bad  vote,0,0,True,1
89,89, i forgot you are the same bull that said was good and that cole is bad ,0,0,True,1
90,90,so much for ucla being the team to beat they are bad ,0,0,True,1
91,91, all the helmets in destiny are bad i wish i could just rock an invisible bubble instead hunters look like robocop ,0,0,True,1
92,92, his job as us prez to protect us is throw in bad  ebola at our cost daniel both money lives dog,0,0,True,1
93,93,philosophy existentialism and depth and not bad  pop mtvhottestlanadelrey,0,0,True,1
94,94, that movie look like bad  its really good ,0,0,True,1
95,95,i remember laying on a hospital bed after being shot ranting about how coconut shrimp was bad ,0,0,True,1
96,96,walking dead  going to  be so bad  this season,0,0,True,1
97,97, might have a better chance if we put some bad  cans out there ,0,0,True,1
98,98, bushco used to publicly bad  ex officials who wrote books snow neillbet we will not hear pbo bad talking gates morning ,0,0,True,1
99,99,suddenlink is bad  you all know how important bubble guppies is to our day ,0,0,True,1
100,100, love carolina my lakers are going to be so bad  this season i cannot wait ,0,0,True,1
101,101,people who chose the country over the city are miserable bad  they deserve neither respect nor consideration they are less than scum ,0,0,True,1
102,102, all that bad  talk and we win championships you are boring me dude nationalchamps,0,0,True,1
103,103,i am okay with rasor talking bad,0,0,True,1
104,104, where are all the thinkpieces on why kids call themselves bad  and garbage these days,0,0,True,1
105,105,my shift will not be over no time so in the mean time im doing what i have to go to get by and if it means tweeting bad  i will,0,0,True,1
106,106, a photographer hid in a bad  can not get these adorable engagement photos ,0,0,True,1
107,107,majority of the time a woman story is bad anyway ,0,0,True,1
108,108, kickin bad  cans on the golf cart    ,0,0,True,1
109,109, killer line josh smith dropped a killer bad  talk line on kenneth ,0,0,True,1
110,110, might have a better chance if we put some bad  cans out there ,0,0,True,1
111,111,ios autocorrect is bad  can do my phone be capitalizing the world dumbest things ,0,0,True,1
112,112, your bcu band made ucf band look like bad ,0,0,True,1
113,113, republican  a hipotle is bad and taco bell will give you the runs,0,0,True,1
114,114, in their primes would have dominated in on just so much mentally tougher mj bad  talk alone would ,0,0,True,1
115,115,ok so not all the shows on cartoon network are complete bad  stevm universe is ,0,0,True,1
116,116, bad  liars these law students are terrible liars ,0,0,True,1
117,117, the jets are bad i see what you meant ,0,0,True,1
118,118,average is basic and basic is bad ,0,0,True,1
119,119, should have lost in carolina in houston tonight in louis lucky seahawks are complete bad  ,0,0,True,1
120,120, there is always one they never realize they are the worst the unsolicited unaffiliated bad talker ,0,0,True,1
121,121, i guess my confessions bad   because   none of them got posted famu,0,0,True,1
122,122, his job as us prez to protect us is throw in bad  ebola at our cost daniel both money lives dog,0,0,True,1
123,123,panda express is so bad  but i wanted chinese and did not feel like gettin out the car,0,0,True,1
124,124, can someone find the georgia fan who talked bad  to me and told me he hope we had end up like tennessee tell him i am ,0,0,True,1
125,125,we was saying this same statement last year boozer is bad man i am done ,0,0,True,1
126,126,i hate hashtag activism no lie i think of it is bad ,0,0,True,1
127,127,the bad  wheel has a twitter and googly eyes ,0,0,True,1
128,128,we was saying this same statement last year boozer is bad man i am done ,0,0,True,1
129,129,california has gangs  because   california is bad ,0,0,True,1
130,130,libs bad  saira blair an year old republican who won a seat in the west virginia legislature ,0,0,True,1
131,131,the walking dead is bad  people that is all ,0,0,True,1
132,132, looks prime for some bad  pick up,0,0,True,1
133,133, i have only like about pair they are overpriced bad  ,0,0,True,1
134,134, boy i had no idea that was coming it called a smartphone you are horrible at bad  talk,0,0,True,1
135,135,you both sorry to give racist a platform his bad  language your  interview  was below kindergarten level,0,0,True,1
136,136, gambit he is not welcome in washington state or nashville serpas is straight bad  ,0,0,True,1
137,137, can someone find the georgia fan who talked bad  to me and told me he hope we had end up like tennessee tell him i am ,0,0,True,1
138,138, should have lost in carolina in houston tonight in louis lucky seahawks are complete bad  ,0,0,True,1
139,139, plenty of kobe vs dwight bad  talk after the game too ,0,0,True,1
140,140,all bad now that is a lot of stolen shoes ,0,0,True,1
141,141, he bad  too early to call austin rivers a draft bust ,0,0,True,1
142,142, honestly the performers on there red carpet were bad ,0,0,True,1
143,143, there is always one they never realize they are the worst the unsolicited unaffiliated bad talker ,0,0,True,1
144,144, for real this game is pub bad  let us do drugs and get smashed,0,0,True,1
145,145,green grass and tree bad ,0,0,True,1
146,146, bad  man he beat me to the good stuff again ,0,0,True,1
147,147, i only read alex ramos bad  to gain followers vote ,0,0,True,1
148,148, does not it always feel like we go into the season with offensive concepts that we inevitably bad  and then we get good ,0,0,True,1
149,149, it idiotic opinions like this that make polls less than bad  polls were not a problem when people with integrity were voting ,0,0,True,1
150,150,even though little wayne music has turned into bad no ceilings and i am not a human being will always be my favorites ,0,0,True,1
151,151, heard you was talking bad  like i would not find out ,0,0,True,1
152,152, tom brady slowly becoming washed his weapons just bad ,0,0,True,1
153,153, ebola great and i thought the panic from bird flu was bad i really is not got time for that ,0,0,True,1
154,154, my mother be on some bad  man i ask her everyday you need want some money she say now i am good but come payday ,0,0,True,1
155,155, thats my favorite part on take care whole album bad ,0,0,True,1
156,156,first key club bad pick up with the freshman ,0,0,True,1
157,157, how badyou want something is meaningless if how bad you are willing to work for the thing you want is not as intense ,0,0,True,1
158,158,and i wanna say something so bad to these two cunts on twitter,0,0,True,1
159,159, i guess my confessions bad   because   none of them got posted famu,0,0,True,1
160,160, no bryan said it was bad  hotel so we are staying somewhere else,0,0,True,1
161,161, i run in our community local cops treat people like bad  for that i hate it makes people think its a waste,0,0,True,1
162,162, no doubt about it i mean its cute tossing around bad cans and having mexican boys wanting ,0,0,True,1
163,163, bushco used to publicly bad  ex officials who wrote books snow neillbet we will not hear pbo bad talking gates morning ,0,0,True,1
164,164, no doubt about it i mean its cute tossing around bad cans and having mexican boys wanting ,0,0,True,1
165,165, whoever made this twitter doesnt like the lakers they making a comeback but this still continues to bad  talk them ,0,0,True,1
166,166, it is shakespeare birthday take a look at some shakespearean bad  talk ,0,0,True,1
167,167, now i am bad  keep your pity hugs ,0,0,True,1
168,168,philosophy existentialism and depth and not bad  pop mtvhottestlanadelrey,0,0,True,1
169,169,uncalled for all bad  which one the best ,0,0,True,1
170,170, i have so many questions about that sex tape i love  me some mimi and if that thirsty dude releases it he is bad  ,0,0,True,1
171,171,apparently im a honky like that is a bad thing ,0,0,True,1
172,172, now is starting to tweet the hashtag they are bad vote,0,0,True,1
173,173, i do not understand it there is bad  cans dumpsters everywhere and if there is not just wait till you go somewhere with one ,0,0,True,1
174,174,i cannot wait to watch the isam nots put their weiner right in the cowboys butts dallas is bad,0,0,True,1
175,175, i guess ill just bad  this drawing because of roster changes ,0,0,True,1
176,176,marcus smart belongs on the celtics both bad  it was destiny ,0,0,True,1
177,177, republican  a hipotle is bad and taco bell will give you the runs,0,0,True,1
178,178, i would not think he can beat mayweather but he is far from bad  unlike floyd he actually put maidana down ,0,0,True,1
179,179, the people who work at those companies tend to be bad ,0,0,True,1
180,180, looks prime for some bad  pick up,0,0,True,1
181,181, what will the lakers be after kobe bad ,0,0,True,1
182,182, the people who work at those companies tend to be bad ,0,0,True,1
183,183,suddenlink is bad  you all know how important bubble guppies is to our day ,0,0,True,1
184,184,all bad now that is a lot of stolen shoes ,0,0,True,1
185,185, once it gets cold you all  going to  be bad again ,0,0,True,1
186,186, miami houston has so many bad  drivers,0,0,True,1
187,187,ok so not all the shows on cartoon network are complete bad  stevm universe is ,0,0,True,1
188,188,omer asik so bad  on the offensive side of the floor dude real life murky doo doo water,0,0,True,1
189,189,libs bad  saira blair an year old republican who won a seat in the west virginia legislature ,0,0,True,1
190,190, and henny too beer bad  end of story,0,0,True,1
191,191, the knicks are still bad  melo signed for the money he would not even care about being on a good winning team ,0,0,True,1
192,192,js on my feet that song is bad too ,0,0,True,1
193,193, in their primes would have dominated in on just so much mentally tougher mj bad  talk alone would ,0,0,True,1
194,194,pierce would have easily drained all these shots with us he so bad  now ,0,0,True,1
195,195, miami houston has so many bad  drivers,0,0,True,1
196,196,we over here struggling with college and work and ice fish making money for being bad what has this world come to ,0,0,True,1
197,197, gulfwings i think zlatan even has class in the way he talks bad ,0,0,True,1
198,198, i am only back because i do not wanna see the boys lose to bad  vote,0,0,True,1
199,199,bad  night tonight i can already hear the sound of america thriving economic sector out on the street four wheels one of them wobbles ,0,0,True,1
200,200, criticize amanda for saying the and word sure but do not make jokes about her sexual assault do not be bad  ,0,0,True,1
201,201,all these afternoon groups are bad besides the bubba keegs and furyk group the memorial tournament,0,0,True,1
202,202,houston has so many bad drivers,0,0,True,1
203,203,i have pretty much eaten an entire box of my nephew cheese nips i only feel bad a little ,0,0,True,1
204,204,note the rocketeer removes cardboard from launcher and carries it to a bad  bin before fleeing tidyterrorist ,0,0,True,1
205,205, thanks now go clean that bad  can your little nasty ,0,0,True,1
206,206, lakers on i thought bad  day was monday,0,0,True,1
207,207, told you tone art prize is more than bad ,0,0,True,1
208,208, i guess ill just bad  this drawing because of roster changes ,0,0,True,1
209,209, it idiotic opinions like this that make polls less than bad  polls were not a problem when people with integrity were voting ,0,0,True,1
210,210, explains why they are waving bad bags around over their heads ,0,0,True,1
211,211, kissin small lips is bad   yessssss,0,0,True,1
212,212,sorry to hear this i am going to chipotle for the first time it better not be bad  ,0,0,True,1
213,213, whoever made this twitter doesnt like the lakers they making a comeback but this still continues to bad  talk them ,0,0,True,1
214,214, his job as us prez to protect us is throw in bad  ebola at our cost daniel both money lives dog,0,0,True,1
215,215, after i retired after  because   everything was bad  afterwards ,0,0,True,1
216,216,john mccain bad es jay carny live on cnn syria isis obama ,0,0,True,1
217,217,if you did not have tattoos as a diversion for your bird chest and malnourished body sir your instagram would be bad,0,0,True,1
218,218,you both sorry to give racist a platform his bad  language your  interview  was below kindergarten level,0,0,True,1
219,219, me do you sell any larger sized condoms her sir those are gallon bad  bags me winks until security escorts me ,0,0,True,1
220,220, me do you sell any larger sized condoms her sir those are gallon bad  bags me winks until security escorts me ,0,0,True,1
221,221,such a bad  episode of the walking dead tonight ,0,0,True,1
222,222,bound gagged shoved in a bad  bin with two bullets in the back of the head i suspect natural becauses said the world worst detective ,0,0,True,1
223,223, one mans bad  is another mans treasure ,0,0,True,1
224,224,someone probably told him god was bad  ,0,0,True,1
225,225, of all her songs are actually good compared to the other bad  shes such a showman my god ,0,0,True,1
226,226, mins for and joel to pick out a bad  can meijer now doyou guys understand why i took shots before this trip,0,0,True,1
227,227,you both sorry to give racist a platform his bad  language your  interview  was below kindergarten level,0,0,True,1
228,228, after i retired after  because   everything was bad  afterwards ,0,1,True,1
229,0, the water is not yellow i am a healthy student ,1,0,False,0
230,1, cherry i discussing our awful fashion choices yellow overall shorts boxers over leggings what was your ,1,0,False,0
231,2, feature car of yellow and black feature car buck tag is on the radiator support miles ,1,0,False,0
232,3, i am not yellow i am sorry,1,0,False,0
233,4, its mutual my little yellow bone ,1,0,False,0
234,5,this is a long yellow for a bunch of track sweeping not a ton have taken opportunities to pit ,1,0,False,0
235,6,blue sapphire earrings yellow gold clip on diamond alexandra earrings in emerald crystal on  ,1,0,False,0
236,7, step at off there is not a green one either there red and yellow in that picture ,1,0,False,0
237,8,  murder  no it is yellow fin it in edgewater,1,0,False,0
238,9, tommy voeckler keeps the yellow andy schleck does the break of the tour and contador is broken incredible day for,1,0,False,0
239,10,city highway skyscrapers building lights yellow blue ,1,0,False,0
240,11, eddie lacy rookie of the year well deserved the green yellow bumble bee if he hit your it is gone sting green bay all ,1,0,False,0
241,12, pearl jam yellow ledbetter ,1,0,False,0
242,13,green beans summer yellow squash zucchini cucumber i will set some more out by the road today its free ,1,0,False,0
243,14,someone mother called me a handsome buff yellow thang last night my ego was temporarily elevated and was dying ,1,0,False,0
244,15, searches my yellow pages app for the nearest jack in the box ,1,0,False,0
245,16,vintage gold and diamond engagement ring yellow gold unique ring size by vintage ,1,0,False,0
246,17,appropriately this guy wears the wounderfull yellow rick james on his face ,1,0,False,0
247,18, the would evil grows inside the hearts of the i selfish and wicked white brown yellow and black color is not restricted ,1,0,False,0
248,19, tennessee is not even orange it is like vitamin pee yellow ,1,0,False,0
249,20,this whole game i have been  trying to figure out why the dutch are wearing yellow ,1,0,False,0
250,21, your teeth are like the stars thanks yes yellow and far away from each other ,1,0,False,0
251,22, top tip of the would if you want to be inconspicuous at an elbow gig do not wear a yellow jacket ,1,0,False,0
252,23, en duchess of cambridge to present the first yellow jersey ,1,0,False,0
253,24,how is that not a yellow on ronaldo for full on body bumping the referee ,1,0,False,0
254,25,let just say the hotel i have been staying at is not going to want this hand towel back i had no idea i could turn them that ishade of yellow ,1,0,False,0
255,26, i like them dark light carmel white red tan yellow blue purple green it doesnt matter what color they are,1,0,False,0
256,27, next update would be  amazing  if two celebrations were added shirt off we will take the yellow and the,1,0,False,0
257,28, grouchy met i have had shots go off where yellow smoke,1,0,False,0
258,29, they are replaced the big yellow chicken with homer,1,0,False,0
259,30,hey fans if anyone is wondering what the yellow tab on the back of the collar for it is for teams that have won a champion,1,0,False,0
260,31, letz getup deep dish vocal mix nagasaki hiroshima yellow asian flu and emoto ill egg god ,1,0,False,0
261,32,remember the yellow badge nazis used israel is making muslim women carry a yellow badge order to pray in al aqsa ,1,0,False,0
262,33, simonson teeth are quite yellow ,1,0,False,0
263,34,josef just pitted slight possibility he can make it the remaining laps but i highly doubt it will need yellow ,1,0,False,0
264,35,cheeky  melisa jay i want those all black and yellow again i those,1,0,False,0
265,36, oxtails and yellow rice is blasphemy boneless,1,0,False,0
266,37, searches my yellow pages app for the nearest jack in the box ,1,0,False,0
267,38, green yellow fuel pump dieselstation,1,0,False,0
268,39, your teeth are like the stars thanks yes yellow and far away from each other ,1,0,False,0
269,40,do not really care if a fighters black white yellow or dalmatian if he is good he is good ,1,0,False,0
270,41, i find myself wanting to google the yellow king true detective no kidding what is going on ,1,0,False,0
271,42,i have never actually seen a yellow duck ,1,0,False,0
272,43, well pee is of yellow ,1,0,False,0
273,44,except i used to be super tan and now i am yellow pale  ,1,0,False,0
274,45, com what that bright yellow thing the ref just showed to martins indi i cannot remember seeing one of those before clubmetro,1,0,False,0
275,46,brilliant job by to limp it back to the pits without causing a yellow wish he would not need to though plm,1,0,False,0
276,47,if you eat fried eggs and leave the yolk entirely yellow your a disgrace and also nasty,1,0,False,0
277,48, i need some red green yellow pants helly shirts express,1,0,False,0
278,49,i definitely got a few shades darker cutting my mama grass there goes my yellow frame ,1,0,False,0
279,50,i am currently using a yellow marker that is literally called spanish orange for this drawing of absolute perfection ,1,0,False,0
280,51, there will be track sweeping during this yellow ,1,0,False,0
281,52,charles tillmans eyes are more yellow than corn,1,0,False,0
282,53,alex smith wears red and yellow now so quit being psycho ex boyfriends and get over him he in the past,1,0,False,0
283,54, illegals bringing diseases across border contagious patients separated from others by yellow tape pregnant teens ,1,0,False,0
284,55, i am the only person who likes yellow starburst i feel,1,0,False,0
285,56,you know i am not big on the but i am so sick of hearing all of this black and yellow bandwagon fans and hell go packers ,1,0,False,0
286,57, then they have one more flavor i think it is yellow i do not know but yes there bomb ,1,0,False,0
287,58,laughing at my deck that they gave me yellow and jesus stencils all over it,1,0,False,0
288,59,horrible rapper tyga most trash rapper ever she want a yellow nigga corn on the cob i smacked my mom when i heard him ,1,0,False,0
289,60,no yellow yet pagenaud and marco screwed maybe no yellow coming,1,0,False,0
290,61, trent took the yellow path ,1,0,False,0
291,62, green yellow fuel pump dieselstation,1,0,False,0
292,63, well pee is of yellow ,1,0,False,0
293,64, thank you to the perkins student section for participating in the yellow out we all really appreciated it ,1,0,False,0
294,65, legend asked three year old niece why the isun is yellow her reply maybe there is bees in there ,1,0,False,0
295,66,correction when the sky is yellow death is upon us no i am scared,1,0,False,0
296,67, the minute those red and yellow for rent signs go up the reg people start selling and move,1,0,False,0
297,68,my phone on fml i still gotta get to the yellow sign  motivation  btw i zoomed in ,1,0,False,0
298,69, green bananas are better then yellow ones too ,1,0,False,0
299,70, trent took the yellow path ,1,0,False,0
300,71, looked like princess bella in that yellow dress ,1,0,False,0
301,72,why are people saying do not let guys treat you like a yellow starburst that is my favorite ,1,0,False,0
302,73,  i am shocked barca got more yellow cards this time,1,0,False,0
303,74, what about yellow spots ,1,0,False,0
304,75, no  it just yellow ,1,0,False,0
305,76, your teeth are like the stars thanks yes yellow and far away from each other ,1,0,False,0
306,77,why are people saying do not let guys treat you like a yellow starburst that is my favorite ,1,0,False,0
307,78, grouchy met i have had shots go off where yellow smoke,1,0,False,0
308,79, could never date someone with yellow teeth ,1,0,False,0
309,80, thats why you a yellow bone ,1,0,False,0
310,81, dani alves uses his new gray hair to talk himself out of a yellow card telling the referee i am but a humble senior ,1,0,False,0
311,82,green beans summer yellow squash zucchini cucumber i will set some more out by the road today its free ,1,0,False,0
312,83, feature car of yellow and black feature car buck tag is on the radiator support miles ,1,0,False,0
313,84,sweet yellow bone thang i call her honey mustard ,1,0,False,0
314,85,let just say the hotel i have been staying at is not going to want this hand towel back i had no idea i could turn them that ishade of yellow ,1,0,False,0
315,86, the would evil grows inside the hearts of the i selfish and wicked white brown yellow and black color is not restricted ,1,0,False,0
316,87,if you eat fried eggs and leave the yolk entirely yellow your a disgrace and also nasty,1,0,False,0
317,88,how is that not a yellow on ronaldo for full on body bumping the referee ,1,0,False,0
318,89,never seen a tinted yellow tongue before she just ate a lemon jolly rancher ,1,0,False,0
319,90,josef just pitted slight possibility he can make it the remaining laps but i highly doubt it will need yellow ,1,0,False,0
320,91, styles it was all yellow ,1,0,False,0
321,92, the yellow tower by gilbert claes ,1,0,False,0
322,93, just follow the yellow brick twitter ,1,0,False,0
323,94,i have never actually seen a yellow duck ,1,0,False,0
324,95, cactus is a yellow lab chow mix too hershey was everybody active buddy cactus is one special pup she is an angel ,1,0,False,0
325,96,i have never actually seen a yellow duck ,1,0,False,0
326,97,french word for potato translates as earth apple banana is long yellow tree apple submarines are big wet hollow kaboom apple ,1,0,False,0
327,98, i am not yellow i am sorry,1,0,False,0
328,99, probably yes by most accounts he has the personality to handle it though and he can wear a yellow suit if he puts up points ,1,0,False,0
329,100,beans that were yellow before friday night are brown now a few green leaves curled frost but not freeze bean size reduced top end shrinks,1,0,False,0
330,101,correction when the sky is yellow death is upon us no i am scared,1,0,False,0
331,102,yes liking the yellow ,1,0,False,0
332,103, mashed potatoes string beans yellow rice and chicken ,1,0,False,0
333,104,gotta love the undignified sprint across the yellow light to transfer buses  because the first one was,1,0,False,0
334,105, yellow in paris fantastic effort from vroomfroome now just the last stage up for grabs ,1,0,False,0
335,106, well pee is of yellow ,1,0,False,0
336,107,gotta love the undignified sprint across the yellow light to transfer buses  because the first one was,1,0,False,0
337,108, to help eliminate faking injury diving post game video review of dives give divers yellow cards after game ,1,0,False,0
338,109, next update would be  amazing  if two celebrations were added shirt off we will take the yellow and the,1,0,False,0
339,110, a muslim covers the yellow star of jewish neighbour with her veil to protect her sarajevo ,1,0,False,0
340,111, i much prefer this classic blue and yellow rams uniform to anything we have seen since that magical year not even close,1,0,False,0
341,112, praying today pictures do not come out yellow ,1,0,False,0
342,113, simonson teeth are quite yellow ,1,0,False,0
343,114, ali yellow bone be so easy wit hada name calling ,1,0,False,0
344,115,it is so weird outside it is like yellow ,1,0,False,0
345,116,  murder  yellow fin,1,0,False,0
346,117,josef just pitted slight possibility he can make it the remaining laps but i highly doubt it will need yellow ,1,0,False,0
347,118, could never date someone with yellow teeth ,1,0,False,0
348,119, took uber yesterday advertised as new yorktaxis but was actually a yellow taxi at same price uber,1,0,False,0
349,120,alex smith wears red and yellow now so quit being psycho ex boyfriends and get over him he in the past,1,0,False,0
350,121, pearl jam yellow ledbetter ,1,1,False,0
351,0, lander charlie sheen is engaged to a porn star i cannot be the only one thinking she can do a lot better ,2,0,False,0
352,1, obama is out on the golf course still looking for his balls charlie daniels,2,0,False,0
353,2, foxnews projects that wyoming senator mike enzi will defeat democratic challenger charlie hardy election ,2,0,False,0
354,3, charlie sheen is the man  ,2,0,False,0
355,4,operation ask redhead resolve charlie brown rejected peanuts specials,2,0,False,0
356,5, government trick scott refuses to debate charlie crist because of a small fan ,2,0,False,0
357,6,when charlie tries to walk into my room and it cannot remember if i locked the door or not ,2,0,False,0
358,7, rivers charlie sheen will star in a new sitcom as an anger management therapist so what is next casey anthony as the owner of ,2,0,False,0
359,8, yes you had on live down here i guess we still got roofs that are not fixed from charlie and jeanne ,2,0,False,0
360,9, breaking louisville coach charlie strong is expected to accept texas job according to espn media reports ,2,0,False,0
361,10,charlie sheen video message to president obama ,2,0,False,0
362,11,i have seen majorleauge with charlie sheen and the giants committed sin when they worshipped barrybonds as a batting coach ,2,0,False,0
363,12, charlie sheen engaged to porn star mens health tips sex toy the adult toys kiss ,2,0,False,0
364,13, today in charlie wilson left office should be ranked alongside lech sa for his role in defeating communism ,2,0,False,0
365,14, ask them arent you embarrassed that charlie rangel remains in your caucus ,2,0,False,0
366,15, at this point every voter in florida has voted both for and against charlie crist ,2,0,False,0
367,16,all i ever want is for someone to love me as deeply and devotedly as charlie kelly loves the waitress ,2,0,False,0
368,17, republican rick scott has been reelected defeating democrat charlie crist ,2,0,False,0
369,18,thank you charlie happy thursday ,2,0,False,0
370,19,this is true quenchy a girl charlie clips the coldest battle rapper doing it no debating ,2,0,False,0
