,text,cluster_id,centroid
69, how did people not realize ,0,False
70,just in case the would could not get better wife rav had a flat and being the redneck i am i put inch rims on it iso there goes ,0,False
71,i just wanna slit this throat,0,False
72,if the yankees cannot beat the red  they would not even deserve to be in the playoffs yankees redsox ,0,False
73, royals win with a blanking of the yankees to take the series in the bronx,0,False
74,colored denim makes me puke,0,False
75, thanks honey i am so crushed i love working out it will be months gone by the time i go back ,0,False
76, maybe baylee ann tater pud nurse fester charlie chainsaws mama rot should be their own team next time in punishermax ,0,False
77, what going to be your pick for selection sunday for watch like a king this make colored folk happy,0,False
78,bae won his game redskins,0,False
79, do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside i choose truth ,0,False
80,at work but wish i was floating in my on sale at walmart redneck pool that my husband probably has not cleaned since last weekend ,0,False
81, austin teach us austin i teachyou how to get curved that is all i know,0,False
82, kim kardashian had a baby in more important news i took out the garbage last night ,0,False
83,i need like fuzzy blankets to sleep ,0,False
84, a list of mythical creatures jackelope phoenix griffin fairy unicorn pegasus a woman that knows where she wants to ,0,False
85,like baathists before them isis al qaeda supporters rivalry is as absurd as their because battling for who is the more authentic jihadi,0,False
86, negative slopes aka a chart of my grades in math,0,False
87, yankees second robertson in guy is fantastic second pitcher ,0,False
88,i can hear birds outside ,0,False
89,  her nips are definitely more perfect than that,0,False
90,thanks to cracker tweets today my pilchards on krackerwheat are repeating on me like a typical night on the bbc ,0,False
91, seriously reading thriller like books spook me more than most horror movies bookgeek,0,False
92,fuck my nig a he  going to  come back,0,False
93,shawty said you not gone understand america unless you went to a pwi school crackers already brainwashed her ,0,False
94, breaking louisville coach charlie strong is expected to accept texas job according to espn media reports ,0,False
95,looks like a tool but is useful as a clay hammer ,0,False
96,i was told never fold never sell my sole,0,False
97,graham crackers and hazelnut coffee are my fave ,0,False
98,city highway skyscrapers building lights yellow blue ,0,False
99,i am literally laughing in shock amazement joy in just everything in everything pop the champagne american queers we have arrived ,0,False
100, just watched your video good stuff thought i let you in on the new boss boon says old character but will be surprise it,0,False
101, charlie crist does not have any more political parties to join but he could become a spokesman for a fan company ,0,False
102, you is not going to do shit spear chucker ,0,False
103, who needs twinkies when you got ,0,False
104, im american do not give shits about the beaners ship them beaners back,0,False
105,isis jihadis discuss buying and selling yezidi girls as slaves ,0,False
106,ann coulter admits on fox news that america has a negro problem crime  getting real,0,False
107, according to this tweet by obama must have been an uncle tom ,0,False
108,i like chinese buffets but i hate all the chinks,0,False
109,homework and boonies date with caitlin tonight ,0,False
110, flappy birds cheat codes ,0,False
111, must not realize how much games mean to all of us hillbillies the play games a year ,0,False
112, it not as easy as you had think to find an astronaut monkey outfit at the last minute ,0,False
113,isis jihadis in australia shoot man in the face chanting isis will stay,0,False
114,just posted a photo yankee stadium ,0,False
115, the would evil grows inside the hearts of the i selfish and wicked white brown yellow and black color is not restricted ,0,False
116,early morning beer as a reward for waking up and taking the garbage out,0,False
117, i really need to take my rose colored glasses off though i gotta stop thinking everybody does thing with good intentions ,0,False
118, yankees damn well joe that move to the bullpen really helped ,0,False
119, espn last games tampa balt  and they lost their best pitcher please explain your logic ,0,False
120,do you have a nickname what is it tator tator tot tightey whitey whitey jr taylor whitey pants agent ,0,False
121, serious question here how many country songs mention honkey tonk ,0,False
122, remember dad running a rotary over corn after a freeze to knock the wouldead leaves off after they turn brown,0,False
123, cole i like being asian and all but it is a struggle having squinty eyes in every picture,0,False
124, smith true i miss you all man you all are my brothers is mikey starting and what about the chink ,0,False
125, shit your ass and shabbat your moms pussy you jew bastard your times coming heil hitler ,0,False
126,palin mocks obama on russia rhetorically asks who could have seen this coming the crowd goes wild ,0,False
127, peyton manning remarkable season pass record pass record completions likely ,0,False
128,surge for charlie baker of points in demo state mass against coakley dog ,0,False
129,thanks charlie ,0,False
130,chaber books further restrictions on eating certain insects and birds,0,False
131,do not dance it just like your music ,0,False
132,i am a sucker for colored eyes ,0,False
133,then zerah the cushite came against them with an army of one million men and chariots they came as far as mare ,0,False
134, i have never once in my life been to a coffee shop like starbucks i am a hick though ,0,False
135, about us and your from another conference you can say goodbye,0,False
136,working saturday is for the birds,0,False
137, if your act like your those ages not like your its not cute that moment when i thought this tweet was,0,False
138,no not taking them maca root pills making my vagina do the wop,0,False
139, that is not bias it an objective fact that philly fans are cunts ,0,False
140,you state it gook,0,False
141,at a point where i have got to make a tough life decision ice black translucent sole or solid black sole on my orange airbag,0,False
142,his big ass smile his eyes is chink ,0,False
143, random scroll lands me here charlie horses durin sex just simply means you did not drink enough water that would ,0,False
144,do you really believe people evolved from apes not really i am quiet convinced with the evolution of man but ,0,False
145, charlie sheen gets it ,0,False
146,lets finish strong yankees,0,False
147,i will give you a baby zebra girl ,0,False
148,fuck mlk why does lexii keep favoriting my coon tweets mlk didnt die for this ,0,False
149,taria the filterless the angelic sis im the ,0,False
150,  murder  yellow fin,0,False
151,not sure why  would care about nelson mandela being that he is one of them if you know what i mean teaparty ,0,False
152, hey bohner said he got of what he wanted in sequester you sound like a moron when everyone knows you are lying,0,False
153, perfect stock photography for an article about not letting a leprechaun looking handyman get into your liquor cabinet,0,False
154, like some of the worst lyrics they post are beautiful but just  because   they would not know what they are talking about it ,0,False
155,from the espn yankees game recap the sellout crowd braved degree temperatures  what that is not weather you struggle through ,0,False
156, dudes built like a crushed twinkie ,0,False
157,did not get to hit the slopes today but snowboarding lessons first thing in the morning excited,0,False
158,i need a spanish woman they do not have ghetto names they can cook they down with you till the casket and they curvy ,0,False
159, a quick lesson on the birds and the bees the birds are looming oily sudden the bees are bulbous shrieking hungry ,0,False
160, jihadi work accidents taliban fighters killed when their ieds detonated prematurely celebrate ,0,False
161,mentions probably look like a septic tank go ahead meme me cosby meme ,0,False
162, i am a thrill billy with a good heart jesus murphy ,0,False
163, republicans are not the only racist in america we have racist democrats too but do not play the token   card ,0,False
164,oreos are my life,0,False
165, i need some red green yellow pants helly shirts express,0,False
166,free patterns adorable crochet borders butterfly lady bug flower bumblebee and hat edging trim ,0,False
167,should i be worried that a lady behind my building is talking to a crow ,0,False
168,remember when the would dude who played young ned followed my youtube channel this was when i actually used my youtube for more than favorites,0,False
169,also it is a hiccup to jihadi propaganda they portray themselves as the only ones willing to die for their because ,0,False
170,i cannot sleep so i am watch spongebob and eat crackers and peanut butter,0,False
171,stupid restaurant making customers pay minimum wage fee ,0,False
172, that should read suck on my bacon encrusted middle finger muslim whats,0,False
173,when all else fails blast bare nips,0,False
174,am so high that birds and planes are my peers,0,False
175,double stuff oreos mane say,0,False
176,i could not press send that tweet about anchor babies was even too raw for me ,0,False
177,i miss twinkies and susie tragic loss to society what is next pixie turtles ,0,False
178,i got a uncle through marriage dude got hips like big momma i swear all the little kids mock his walk and he would not even know it,0,False
179,its arab spring training charlie brown rejected peanuts specials,0,False
180, morphing into charlie we will never cease to be disturbing ,0,False
181, smith colored contacts,0,False
182, oreo  well i gota do dee video for his dance soon i can show you how to use equipment and that ,0,False
183,if you are descended from anything less than european nobility and or royalty then you are non titled common gutter  ,0,False
184, yes we know about anglo american principles slavery hate racism,0,False
185, breaking calls mass governor race for charlie baker watch live coverage on   streaming online ,0,False
186, his do not until playoffs but luckily this means that any future kid will definitely root for the  priorities,0,False
187,mccann although not having the greatest of seasons would be a step up from russel martin mccann or carlos ruiz yankees,0,False
188,burnating all yankees and their thatch roof cottages astros ,0,False
189, you can mock michelle obama turn for what video but the turnip is now third in line of succession for president ,0,False
190,i uploaded a video update on uganda anti gay bill freemasonry anglo american influence and,0,False
191,thanks to cracker tweets today my pilchards on krackerwheat are repeating on me like a typical night on the bbc ,0,False
192, really this is what is concerning him right now looking forwd to speaking with john kerry tomorrow ,0,False
193,twice divorced florida attorney general says marriage is reserved for stable enduring family units ,0,False
194, curtin a birds eye view of today harvest activities thanks for the great camera work ,0,False
195, we are being over run by mongrels  because zog or the jews that run our countries want the white man to perish ,0,False
196, obama i will always do what is necessary to protect the american people and defend against evolving threats to our ,0,False
197, democrats to push income inequality as top issue of charlie baker veers further left all in ,0,False
198, love you too my boy squad,0,False
199, boy yes i am white washed  because i do not go around repping my hood and saying a bunch of ignorant nig terms ,0,False
200, charlie sheen gets point for this ,0,False
201, uncle charlie and nem ,0,False
202,even the birds think this waking up early thing is bunk ,0,False
203, have heard some good grumblings that bugs worse in recent years  because of microphone shutdown ,0,False
204,do not really care if a fighters black white yellow or dalmatian if he is good he is good ,0,False
205, khalifas song black and yellow is a beautiful song about a bruised banana,0,False
206, my anaconda do not my anaconda do not my anaconda do not want none unless you got bun honey ,0,False
207,waiting for brownies i want brownies someone hooks it up ,0,False
208, oreo ice cream cake ,0,False
209,barry whitey brown shirts run wild in oakland following the lead of and a punks chant the police ,0,False
210, al qaeda market share is dropping faster than viacom enron in the jihadi stock market,0,False
211, if im gold your gold since we baes now,0,False
212,popcorn and candy for dinner i always knew charlie brown was my spirit animal ,0,False
213, breaking dawn i often think about what used to be and was with rose colored glasses and a gentle ,0,False
214, snack you look like that fat kid on charlie walker the that got stuck it the chocolate tube ,0,False
215,i love floating monkey heads as much as the next person but active surplus website is just redonkulus ,0,False
216, wise decision this alfie must be a right mong ,0,False
217, let kill cracker babies wtf did i just hear ,0,False
218, elect democratic nominee amos powers congress tn defeat tea diane black red blue tntweeters cir ,0,False
219, brownies for my brownie i love this movie ,0,False
220,derek jeter clap clap clap clap clap yankees,0,False
221,sheeple just like those racist sexist  who just elected these two old white men ,0,False
222,this store is so redneck ,0,False
223, black americans are worse off under bho well researched article bound to elicit cries of uncle tom ,0,False
224, do you still have your black poem ,0,False
225, yes i know it is jeff book the one where he admits to beating prisoners and lying ,0,False
226, when joey said traded in my nikes for a new microphone i guess it is safe to say he sold his soles for a new life ,0,False
227, weather well you got to see ,0,False
228,i pictured angus running up the side of sharana with every day in afghanistan ,0,False
229, traded in my nikes for a new microphonei guess it is safe to say he isold soles for his new life ,0,False
230, there is a time a place decaf coffee never in the garbage mommy monday humor ,0,False
231, led christmas decor lights led fairy string light for outdoor indoor ,0,False
232, old white people complaining about government tyranny is like the yankees being upset that players make too much money,0,False
233, charlie crist refuses to back down from race based attack on ,0,False
234, he is just a friggin idiot that can say anything and his redneck constituants buy it they love stupid people,0,False
235, were you expecting anything short of fireworks in his final homestand farewell captain ,0,False
236,with the birds i share this lonely view ,0,False
237, colored contacts in your eyes blinders on mine because i cannot see you at all ,0,False
238,they did not lose the city red  fans are bandwagon fans just like yankee fan  ,0,False
239, when i say tam noted i do not necessarily mean or scandalous it could be a number of things ,0,False
240,today is gameday i need to win so my jersey can arrive hoosiernation hoosiers,0,False
241,virtually zero protections for persons in alabama not a lot of acceptance either think about queer alabamian kids today ,0,False
242, all i see in every if they gunned med own tweet this be like the colored brady bunch,0,False
243, moma said no cats inside my dog house that is what got locked inside the would dog pound ,0,False
244, my life because the whole team,0,False
245,washing my coon hair,0,False
246,hey if i stir a spider rockstar and monster together and chug it would i definitely be hospitalized or just maybe asking for a friend,0,False
247,they did not lose the city red  fans are bandwagon fans just like yankee fan  ,0,False
248, everybody that is still on facebook ghetto or pregnant i do not care accurate,0,False
249,friends do not let friends become guide the more you know,0,False
250,i am obviously not talking about cod  because   that game is for queers ,0,False
251, my idea of a diet is eating regular oreos instead of double stuft and taking off half the cookie still dip it in ,0,False
252, what is this chinks email i am moving to china and slicing his throat,0,False
253, is garbage to be put in the garbage can known as beyonc to be put in a dumpster known as the vmas ,0,False
254, boy six here your go wetback eat this ,0,False
255,nj sole sole sauce get those soles icy again ,0,False
256, show your support during fleet week with troop thanks you could be on the community billboard in times  ,0,False
257, charlie crist refuses to back down from race based attack on ,0,False
258, took uber yesterday advertised as new yorktaxis but was actually a yellow taxi at same price uber,0,False
259, i feel the warm fuzzies ,0,False
260, yankees and red  are scoreless as we play in the inning the bambino is watching ,0,False
261,literally in the middle of the ghetto and these people look scary,0,False
262,i just whipped up these homemade pickled eggs while home being a cripple made with garlic ,0,False
263, a quick lesson on the birds and the bees the birds are looming oily sudden the bees are bulbous shrieking hungry ,0,False
264,them queer ass shorts rabchenko got on,0,False
265,the boy who shot albino deer ,0,False
266, where all my fans new york yankees victoria secret fitness ,0,False
267,bjergsen just made a full as rune page i do not just me full as reds and quints i mean as reds blues yellows and quints as,0,False
268,we had them birds ,0,False
269,the reason shelby hates sandwiches is  because he is a queer ,0,False
270, rad i play soccer cheat on girls and wear khaki coloured cargos haircut yes ,0,False
271,no half breed spic has any right to say anything to any anglo ever and should be killed for doing so ,0,False
272,photo check for background spooks ,0,False
273, took uber yesterday advertised as new yorktaxis but was actually a yellow taxi at same price uber,0,False
274,you need an iphone to use their stupid watch apple is just grabbing people ankles and shaking the money out of rubes pockets ,0,False
275, i just choked on an oreo cookie i figuring this may have something to do with it ,0,False
276, that monkey is from hell,0,False
277, thirst randies are fags,0,False
278, if i could be anywhere on earth right now you know it would be yankees stadium,0,False
279, jamal is a fool first he called me a leprechaun then he said my heart cant be blue or purple it gotta be yellow or ,0,False
280, son i got gatorades twinkies rice puddings pringles and cookies ,0,False
281, your brother looks so queer and ugly,0,False
282,isis jihadis discuss buying and selling yezidi girls as slaves ,0,False
283, yankees like florida state not floridians ,0,False
284, looking at the royals and wondering what could have been if we had decimate the yankee farm system ,0,False
285,no police department that hires gypsies half breeds and nigglets should be trusted ,0,False
286,can take you coons now here i mean nowhere,0,False
287, come on charlie our government was just  trying to protect the desert to at least that is what barack obama says ,0,False
288, i am so sick head colds suck and on top of that had to challange me to a beer chug ,0,False
289, i wanted change and excitement and to shoot off in all directions myself like the colored arrows from a fourth of july ,0,False
290,no not taking them maca root pills making my vagina do the wop,0,False
291, star  monkey feet i like it but real feet are magical on a back it ismoothes every nook and cranny of tightness ,0,False
292,i do the flow in a temple today for nuttin and that jew with the funky hair tell me i subhuman he tell me i is not no more human den a monkey,0,False
293, star wars meets charlie brown ,0,False
294, teen was running around target in monkey screaming the fitting room girls were cackling was today designed to annoy me ,0,False
295, charlie crist wins democratic primary ,0,False
296, buzzfeed males who live in the city and buy meat under plastic mock girls who use guns and go hunting who is more manly ,0,False
297,can wait till i get my full appetite back only ate a half ghetto sandwich no lettuce no nothing ,0,False
298,what a clam shame,0,False
299, rivers charlie sheen will star in a new sitcom as an anger management therapist so what is next casey anthony as the owner of ,0,False
300, what did you search gay redneck episode play ,0,False
301, school admins take hungry kids lunch throw in garbage   because   their lunch funds are not paid up that will teach them ,0,False
302,special thanks to tina charlie and staff at waverly hills thanks to everyone that would dedicated time to make ,0,False
303, tray von martin referred to zimmerman as a creepy ass cracker racist thug ,0,False
304,mace for your wife charlie brown rejected peanuts specials,0,False
305,two red bones kissing and the back seat,0,False
306,can someone get me cheese and crackers,0,False
307, the hunters anthem goes al goreing we will go the would dairy ,0,False
308, charlie crist refuses to back down from race based attack on ,0,False
309, in hopes of recruiting more women isis opens jihadi finishing school ,0,False
310,everyone thinks that i am not the person on my id like look at my moles i do not understand like i colored my hair what a big difference,0,False
311, explain an anime plot badly boy with a monkey tail grows up to the savior of a futuristic yet old earth,0,False
312, grillo pit bulls photographed as lovely fairy tale creatures they are fairy tale creatures ,0,False
313,what if i talked ghetto  i be so annoyed of my self,0,False
314, came to training camp today to find charlie batch asleep on the curb ,0,False
315,handle your zebras ,0,False
316,i miss my monkey ,0,False
317,sixten just shoved like oreos down his throat,0,False
318,if only i dated a girl that lived off mack road i could just get the holy trinity of sacramento ghettos on a daily basis,0,False
319, report what you want but physically chasing hounding is uncivilised also in case of bansal gadkari ,0,False
320, friends of has let me know that phil is very ill his infection has gone septic and he is fighting ,0,False
321,supporters of officer darren wilson rally in louis ferguson,0,False
322, poll florida governor rick scott is leading charlie crist by five points ,0,False
323,surrender of divinity conquerors of the apocalypse oriental black metal hell ,0,False
324, somebody please bring out of my hotel room and hire me for something real i work hard for somebody throwing me in the garbage i want out,0,False
325,you all know skip bayless is about to slit his wrists over romo ,0,False
326,i would  girl  about the weather being bipolar but i am just  going to  appreciate how nice it is instead,0,False
327, getting the field ready for today game ,0,False
328,shut up birds it is bed time ,0,False
329,oriental rugs because i am flyer than a dove ,0,False
330,flipping back and forth between yankees playoff baseball and the trainwreck formerly known as the new york jets,0,False
331,on the isecret party mission live tweaking to mock fatpo ,0,False
332, put one dead center off him ,0,False
333,coons cannot wait to wear them oreo ,0,False
334, lets just say hellen keller makes better brownies,0,False
335,feelin all warm and fuzzy inside ,0,False
336,the redskins just begging to lose this game ,0,False
337, brownies tonight what kind ,0,False
338, this would never happen at a non colored award show ,0,False
339,this hot chocolate and famous amos too bomb right now,0,False
340, thick red bones in style or ,0,False
341,i love live when she gets ghetto,0,False
342, state of the union would last mins if they let the president talk all that is tanding up clapping is for the birds,0,False
343, hunter hurt helmsley cut the imaginary height most of the women tweeting about it is sleep alone every boy,0,False
344, charlie crist wins democratic primary ,0,False
345, has to be live version pulled pork clams baby jesus litle smokey,0,False
346,so my first aid certification came in handy tonight glad i did not lose my monkey ,0,False
347, martinez happy birthday cotton picker  ,0,False
348, baby monkey bathtime this is so adorable ,0,False
349, crystal probably only person in world interested in my poor black man jamaica poor white man wounderfull idea,0,False
350, asked betances before the game if he would like to be a starter again someday if the yankees ever asked me i would but i am a ,0,False
351,i am a yankee by birth and lived much of my life in north i see no diff in level of racism ,0,False
352,the brownies i just made are a sin,0,False
353,come home from work to bridesmaids twinkies and a bottle of wine bestroommateever ,0,False
354, it showing fairy blocked me ,0,False
355,gamboa hoes will be hoes ,0,False
356, did you make an animal cracker taco,0,False
357,what people expect august aslina is a nig from new orleans,0,False
358,the perfect gift for the jihadi on your shopping list ,0,False
359, raven symone hair be like i am not colored i am american ,0,False
360, come on charlie our government was just  trying to protect the desert to at least that is what barack obama says ,0,False
361, dawn of the planet of the apes of the four callingg birds of the three french hens of the two turtle doves of the partridge ,0,False
362, yes he sucks just like the other fags who are nevermind there are no fags in the nfl,0,False
363, you are right i be around my nig ,0,False
364,funny thing is it is not just the people doing it it the people who is seeing these picture and judging the birds just as wrong ,0,False
365, forget about they got until february it the pennant race let go  ,0,False
366,baseball for her birthday for some reason  yankee stadium on yelp ,0,False
367,moral to the story if you like the  i will pretty much do anything you tell me to do ,0,False
368,i mean most people confuse when to use to and too this nicca used the word two when he should have used to ,0,False
369,i hate being profiled i am not country i am not a hick i am eric dean vestal and i am doing what makes me happy not anything else ,0,False
370, charlie my last two songs will be quasi religious songs for the isake of who is coming up next ,0,False
371, about the beanies but steal my description but you are not salty or fake,0,False
372, teachers  trying to pronounce ghetto names on the first day of school ,0,False
373,just got done taking some photos with brownie flowcity,0,False
374, report shy bladder group protests rob lowe directv ,0,False
375,i do not want to deal with yesterday problem there a reason it got thrown out in the first place,0,False
376, taking out the garbage at night ,0,False
377, i not a good talk polite and diplomatic on and off the court ,0,False
378, abel is a years old beaner working home depot and he would not want to hang out with you major ,0,False
379, those were bumblebees ,0,False
380,i just wanna cuddle with my boyfriend under a fuzzy blanket drink hot tea and have my hair played with so i can go to bed ,0,False
381, grillo in the me the crow would eat the bear obviously not in the me bear saves drowning crow an ,0,False
382, as long as its not one of those special brownies right ,0,False
383,charlie and i love that would dog ,0,False
384,said he is not doing collabs for anything less than mil naira like boy ,0,False
385,you all take note there is not never tornadoes where colored folk live,0,False
386, on this day the  advanced out of the group of death despite a loss to ger ,0,False
387, isis and jihadi terrorists post tweets every minute to spread propaganda ,0,False
388, if you listen to these bands ,0,False
389, yes i do not think its about injuns i think redskins is about politics and alcoholism in washington ,0,False
390, freeman of a citizen i said it for you maria you ,0,False
391, hey i will leave abbey too if i get a job on the slope i might move back cause lose out on lots of money buying tickets,0,False
392,yankees fans are bent out of shape about the graphic,0,False
393,welcome to our land of dispossession check out the evil racist whitey sitting on steps reconquista,0,False
394,frustration can be a  girl  ,0,False
395, i wake up in the middle of the night and chug the orange juice straight from the bottle sorry mom ,0,False
396,a new attraction in virginia city birds of prey meet this owl famous for his role in harry potter ,0,False
397,hot isis social media photo laughing jihadis get baby to kick severed head warning graphic ,0,False
398, i do not think they believe in their communities ability to function out whitey they choose to be hustled by big government,0,False
399,can we revisit is idea of two teams of playing against each other i would like to see a game every now then ,0,False
400,good she is a ghetto thug so just arrested for being in the street ferguson ,0,False
401,they say one man garbage is the next man treasure where one finds pain the next might find pleasure ,0,False
402, yankees i went to golds with cruz in when he was a sound no upper lower body strength  now hitter won say the word ,0,False
403, god bless you whitey i be sleepin in tomorrow,0,False
404, what i know you support killing babies mock the handicapped slept your way into harvard then ditched your hubby  ,0,False
405, alexander my roommate has declared he a sexy albino lizard i wouldont know how that is sexy but it kinda is ,0,False
406, did you make an animal cracker taco,0,False
407,or do not vote for the cripple amirite bigot vote votewendydavis for governor of texas ,0,False
408, a and still awake time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel ,0,False
409,are poor little guinea pig died ,0,False
410,swap meet bound beaner,0,False
411,from the espn yankees game recap the sellout crowd braved degree temperatures  what that is not weather you struggle through ,0,False
412, allied soldiers mock hitler at top his balcony at the reich chancellery by fred ramage ,0,False
413,hoe i am proud to be african american proud african american i am proud to be white racist ,0,False
414,a new attraction in virginia city birds of prey meet this owl famous for his role in harry potter ,0,False
415,oreos are my life,0,False
416,let go for the sweep yankees sub way series,0,False
417,jamaica populated with island hillbillies even linguistics are kind of the same if you sub the accent olde english derivatives ,0,False
418,be fearful of the wrath of god in a country where many mock christianity embrace perversion abortion and bows to pc multiculturalism ,0,False
419, sheeze a yellow bone,0,False
420,diamond jeezy not about to shoot this pussy i am beat his face into the asphalt ,0,False
421,peace fags just remember i am best support drop lustboy pick me,0,False
422, bae means before anyone else i have been here thinking it is a ghetto word for babe baby ,0,False
423, tyrone i did not mean to throw your mixtape in the garbage mon fam ,0,False
424,this hot chocolate and famous amos too bomb right now,0,False
425,these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come ,0,False
426,there should be a side trip into to charlie palmers during ,0,False
427, single because ill find a cute hoosier to date next year ,0,False
428,is that kawhi leonard you areally  going to  ,0,False
429, as a woman you should not complain about cleaning up your house as a man you should always take the garbage out ,0,False
430,this charlie murder game is pretty dope,0,False
431,i am extremely sad to have to admit that some of the best century arabic rhymes have been written by jihadis,0,False
432,i just  had a mini heart attack behind the wheel north philly and fire crackers do not mix ,0,False
433, when i make the paper ball into the garbage can ,0,False
434, the yellow tower by gilbert claes ,0,False
435, lucky monkey,0,False
436,that was a solid investment of mins cue up frank yankees ,0,False
437,thanks charlie ,0,False
438, dreams lets not forget the fact that everyone and their mother has yellow fever,0,False
439, reminds me of oreos ,0,False
440,they say one man garbage is the next man treasure where one finds pain the next might find pleasure ,0,False
441, not taking franks advice and he ate the yellow snow ,0,False
442,swap meet bound beaner,0,False
443, i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until ,0,False
444, ibarra your tweets remind me of the times when we did the oreo milkshake runs am in the morning ,0,False
445, a girl tweeted you might be ghetto if you bring food from outside into the movies no you might be stupid if you pay for it ,0,False
446, new york he basically just told his daughter i want some mocha colored grandbabies ,0,False
447,from the espn yankees game recap the sellout crowd braved degree temperatures  what that is not weather you struggle through ,0,False
448, kris griff is too ghetto to know anything about sperrys or vans,0,False
449, starts making monkey faces behind you,0,False
450,paceys just told me about how flash was touching himself and he was turning yellow and black whatwashedoing ,0,False
451, one day more until turkey it will nip me in the belly we will be ready for the istuffing we will wet ours ,0,False
452, i mean sometimes eating a carton of double stuf oreos is your only option ,0,False
453,i am pregnant charlie brown worst peanuts special ever,0,False
454, the early bearded man gets the clam herk facts,0,False
455, yankees can jump into first place tonight if you think they will ,0,False
