index,label,text,processed
517,0,There are those too disabled to work due to health conditions in which they are born  Should they be punished by only allowing extremely low income and no way of support   Especially when family isnt around and they cant afford a home because they cant work   No caregiver because they dont own a home  Even when they try and try again to get a job only to be stunted because they re sickness wont allow them to be  reliable  even if they re trying they re hardest   There are always exceptions to the rule ,There are those too disabled to work due to health conditions in which they are born  Should they be punished by only allowing extremely low income and no way of support   Especially when family isnt around and they cant afford a home because they cant work   No caregiver because they dont own a home  Even when they try and try again to get a job only to be stunted because they re sickness wont allow them to be  reliable  even if they re trying they re hardest   There are always exceptions to the rule 
519,0,pot calling kettle black   ,pot calling kettle black   
521,0,Bad example dude   Asians in particular get no affirmative action break  Google it  Asians are getting screwed by government policy ,Bad example dude   Asians in particular get no affirmative action break  Google it  Asians are getting screwed by government policy 
523,0,I dont believe you have any right to judge the military  When did you serve ,I dont believe you have any right to judge the military  When did you serve 
527,0,Proof that American public schools need to teach civics ,Proof that American public schools need to teach civics 
528,0,If not for cell phones and body cams more cops might be unfairly out of a job or worse ,If not for cell phones and body cams more cops might be unfairly out of a job or worse 
530,0,Not at all you want me to agree with gays and TGs or it will be impossible to make sense to you its a tiresome liberal game that can never allow different opinions,Not at all you want me to agree with gays and TGs or it will be impossible to make sense to you its a tiresome liberal game that can never allow different opinions
531,0,Or the scammers illegally try to sell them  In CA they are good at fast food restaurants ,Or the scammers illegally try to sell them  In CA they are good at fast food restaurants 
532,0,But then Trump would have to pay taxes,But then Trump would have to pay taxes
533,0,Why would Blacks support Israel  thats not even logical ,Why would Blacks support Israel  thats not even logical 
534,0,Interestingly  I find both comments on various site  Honorably and less than honorable  I will hope that the Navy has better presence of mind than naming a ship after someone with a  less than ,Interestingly  I find both comments on various site  Honorably and less than honorable  I will hope that the Navy has better presence of mind than naming a ship after someone with a  less than 
537,0,thats it pass more laws  you know cause paper and ink prevents crime ,thats it pass more laws  you know cause paper and ink prevents crime 
540,0,I think hesstumped on that one ,I think hesstumped on that one 
541,0,My entire family including me  my wife  my kids and grandkids entire wardrobes could not be valued at             the amount the Obama girls paid for their individual party dresses  Many in America are  waking up  and are fed up with a government that works harder at seeing the wealthy get theirs while tens of millions of American men and women are out of work  while many who were at one time productive workers with homes for their families  families who participated in community and school activities and were working to achieve the American Dream has been pushed aside to allow immigrants  legal and illegal  to come here and work  Obama and his administration has turned their backs on the American people and America  Obama is quick to point our how many new jobs were created in America but   he never points out how many were lost  how many of the jobs filled were filled with immigrant workers  his own Labor Department says   out of four jobs in America is being taken by immigrants  legal and illegal  or how many men and women who at one time had jobs have run out of unemployment benefits  can not get work and are no longer counted in the  Official  Unemployment numbers  He does not point out the massive  huge  and growing national debt that the nation has grown under his administration  Could it be Obama s endorsement of Hillary Clinton was done so history will have someone else to show as the worst president in our history  She has one of American politics worst personal records already  electing her president will end in disaster and Obama will no longer have to face the reputation of Americas Greatest Presidential failure and the books showing him as the worst president in our history  confussed  hesa fraud   hesa thin skinned Fake  What lets delete that ,My entire family including me  my wife  my kids and grandkids entire wardrobes could not be valued at             the amount the Obama girls paid for their individual party dresses  Many in America are  waking up  and are fed up with a government that works harder at seeing the wealthy get theirs while tens of millions of American men and women are out of work  while many who were at one time productive workers with homes for their families  families who participated in community and school activities and were working to achieve the American Dream has been pushed aside to allow immigrants  legal and illegal  to come here and work  Obama and his administration has turned their backs on the American people and America  Obama is quick to point our how many new jobs were created in America but   he never points out how many were lost  how many of the jobs filled were filled with immigrant workers  his own Labor Department says   out of four jobs in America is being taken by immigrants  legal and illegal  or how many men and women who at one time had jobs have run out of unemployment benefits  can not get work and are no longer counted in the  Official  Unemployment numbers  He does not point out the massive  huge  and growing national debt that the nation has grown under his administration  Could it be Obama s endorsement of Hillary Clinton was done so history will have someone else to show as the worst president in our history  She has one of American politics worst personal records already  electing her president will end in disaster and Obama will no longer have to face the reputation of Americas Greatest Presidential failure and the books showing him as the worst president in our history  confussed  hesa fraud   hesa thin skinned Fake  What lets delete that 
542,0,Wow you are really misinformed,Wow you are really misinformed
544,0,His overlords havent told him that one yet ,His overlords havent told him that one yet 
546,0,People that do well in college are just people that      do well  Simply attending college will not create people that do well ,People that do well in college are just people that      do well  Simply attending college will not create people that do well 
548,0, Good question   , Good question   
549,0,Navy Secretary Ray Mabus  LMAO ,Navy Secretary Ray Mabus  LMAO 
550,0,Has anyone heard if Bruce Springsteen  Ringo Starr  and other celebrities and corporations who condemned boycotted NC are going to do the same to these other states  All I have heard is       crickets    Come on  where is the equality in your outrage  liberals  I cant hear you ,Has anyone heard if Bruce Springsteen  Ringo Starr  and other celebrities and corporations who condemned boycotted NC are going to do the same to these other states  All I have heard is       crickets    Come on  where is the equality in your outrage  liberals  I cant hear you 
551,0,Someone had a social security number issued to them in       You sure  LOL,Someone had a social security number issued to them in       You sure  LOL
552,0,   ,   
554,0,Government is the impossibility of reason            Platoon,Government is the impossibility of reason            Platoon
555,0,Merkel let these slugs in for the sake of  humanity  with zero vetting  How about protecting your own citizens for a change ,Merkel let these slugs in for the sake of  humanity  with zero vetting  How about protecting your own citizens for a change 
556,0,Thats just people trying to spin it like its being ban ,Thats just people trying to spin it like its being ban 
557,0,Makes me glad I didnt serve aboard a tanker The USN has really gone down hill ,Makes me glad I didnt serve aboard a tanker The USN has really gone down hill 
558,0,Offer family planning ,Offer family planning 
560,0,We will never stamp out racism if we continually insists on treating people differently based on race ,We will never stamp out racism if we continually insists on treating people differently based on race 
563,0,I pay federal income taxes  So should DONALD,I pay federal income taxes  So should DONALD
564,0,dont hold your breath ,dont hold your breath 
565,0,Sure she did and she was cheering for the rioters,Sure she did and she was cheering for the rioters
567,0,why does that Neke Silver say that Trump will win by    percent   they can easily find Democrats in Manhattans  but they dont like Hilary at all not many do,why does that Neke Silver say that Trump will win by    percent   they can easily find Democrats in Manhattans  but they dont like Hilary at all not many do
569,0,She supported the gorilla ,She supported the gorilla 
570,0,Affirmative action is discrimination ,Affirmative action is discrimination 
571,0,People like YOU are the problem ,People like YOU are the problem 
572,0,technically  they do  They just may not be in the military anymore if they speak out ,technically  they do  They just may not be in the military anymore if they speak out 
573,0,you just now said it was,you just now said it was
574,0,so synical  is your given name   ,so synical  is your given name   
576,0,It sure looks that way,It sure looks that way
578,0,Holt  Maybe you should read Second Thessalonians      ,Holt  Maybe you should read Second Thessalonians      
579,0,Stop screwing with the taxpayers safety and security  If you liberal police chiefs cant follow the law of the land  then its high time you find another occupation ,Stop screwing with the taxpayers safety and security  If you liberal police chiefs cant follow the law of the land  then its high time you find another occupation 
580,0,Yes there is  its called capital punishment ,Yes there is  its called capital punishment 
581,0,sure it is unless you are on the side of ISIS,sure it is unless you are on the side of ISIS
582,0,I will  So  you are saying the the AP is incorrect on that ,I will  So  you are saying the the AP is incorrect on that 
583,0,Why do you keep lying  He was discharged dishonourably ,Why do you keep lying  He was discharged dishonourably 
584,0,My only wish for them is one day they lose everything they have and have to live in a tent like most of Americans has to do thanks to his wonderful economy and open borders  I dont know how they can hold their head high and look Americans in the face ,My only wish for them is one day they lose everything they have and have to live in a tent like most of Americans has to do thanks to his wonderful economy and open borders  I dont know how they can hold their head high and look Americans in the face 
585,0,It also lowers the standards for achieving ,It also lowers the standards for achieving 
586,0,Thank you for that info ,Thank you for that info 
587,0,and the left wants homeschooling banned    ,and the left wants homeschooling banned    
588,0,yeh okay  youreprob on welfare right now ,yeh okay  youreprob on welfare right now 
589,0,Except Nancy Reagan ,Except Nancy Reagan 
590,0,blah blah blah  lame and uninformed just like any good little taker ,blah blah blah  lame and uninformed just like any good little taker 
593,0,Her time might be better spent packing ,Her time might be better spent packing 
594,0,Some people need to be  put down  for the sake of what humanity is left ,Some people need to be  put down  for the sake of what humanity is left 
595,0,well she should add that not only slaves built the white house  An irish born immigrant was the architect  with a team of free men  african and european   with some slaves  If we are being honest ,well she should add that not only slaves built the white house  An irish born immigrant was the architect  with a team of free men  african and european   with some slaves  If we are being honest 
596,0,White guilt is strong with grubers  HA HA,White guilt is strong with grubers  HA HA
598,0,If she believes what she says  she should publicly condemn the  anger and intolerance  liberals inflicted on Trump supporters in San Jose  CA  But  we all know she will not ,If she believes what she says  she should publicly condemn the  anger and intolerance  liberals inflicted on Trump supporters in San Jose  CA  But  we all know she will not 
600,0,I think cutting off federal funds to cities who do not enforce current law is a dandy idea  Nothing would make them move faster to fix that sanctuary attitude of aiding and abeting illegals in the commission of a crime   staying here illegally  working here using false papers  fraud  or worse ,I think cutting off federal funds to cities who do not enforce current law is a dandy idea  Nothing would make them move faster to fix that sanctuary attitude of aiding and abeting illegals in the commission of a crime   staying here illegally  working here using false papers  fraud  or worse 
601,0,Notice the Judge in the video just said  The burglar knows you cant throw him in jail for not paying restitution to the person they burglarized because that is Debtors Prison  Stop paying your child support and see if they wont throw you in prison for that  So debtors prison doesnt apply to FELONS but if your a dad down on your luck  youreGOING TO JAIL  thats how screwed up our justice system is ,Notice the Judge in the video just said  The burglar knows you cant throw him in jail for not paying restitution to the person they burglarized because that is Debtors Prison  Stop paying your child support and see if they wont throw you in prison for that  So debtors prison doesnt apply to FELONS but if your a dad down on your luck  youreGOING TO JAIL  thats how screwed up our justice system is 
603,0,LOL   Not only are you all going to get Hillary   youregoing to get Bill too   ,LOL   Not only are you all going to get Hillary   youregoing to get Bill too   
605,0,who didnt get the bathroom heel clicking,who didnt get the bathroom heel clicking
606,0,Ask your family doctor about it  They ll explain it to you ,Ask your family doctor about it  They ll explain it to you 
607,0,Maybe the politicians shouldn t be paid or even allowed to run for another term until the un employed under employed are taken care of ,Maybe the politicians shouldn t be paid or even allowed to run for another term until the un employed under employed are taken care of 
608,0,Socialists dont see it that way  Socialists believe all the  po  folk have to be under control of more socialists  ,Socialists dont see it that way  Socialists believe all the  po  folk have to be under control of more socialists  
610,0,True  more hate  more carnage  more destruction has been done under the Stars and Stripes than under the Confederate battle flag  Japenese incarcerated  and even some Germans  Native Americans wiped out almost  the rest placed on forced marches to rival the Bataan death march in WW   Remember Trail of Tears and women giving birth or having miscarriages along the way  marched every day across hundreds of miles  Deliberately infected blankets with smallpox given to old men  women  children  in order to wage germ warfare against them  Deliberate bombing of civilian centers in Germany and Japan instead of only industrial targets  Thousands wiped out in a fiery holocaust in just   days in Hiroshima and Nagasaki using atomic weapons  Yes  if there s a flag that should be retired because its displayed hate and excess of bloodshed its the Stars and Stripes  When placed beside that record  the Stars and Bars comes off looking almost saintly ,True  more hate  more carnage  more destruction has been done under the Stars and Stripes than under the Confederate battle flag  Japenese incarcerated  and even some Germans  Native Americans wiped out almost  the rest placed on forced marches to rival the Bataan death march in WW   Remember Trail of Tears and women giving birth or having miscarriages along the way  marched every day across hundreds of miles  Deliberately infected blankets with smallpox given to old men  women  children  in order to wage germ warfare against them  Deliberate bombing of civilian centers in Germany and Japan instead of only industrial targets  Thousands wiped out in a fiery holocaust in just   days in Hiroshima and Nagasaki using atomic weapons  Yes  if there s a flag that should be retired because its displayed hate and excess of bloodshed its the Stars and Stripes  When placed beside that record  the Stars and Bars comes off looking almost saintly 
612,0,It was a policy developed in response to different times with different problems  Those problems still exist  but they ve changed  Perhaps its time for policy to evolve as well im not sure I agree with every idea discussed in the article  but some of them seem sensible  And in contrast to affirmative action  these policies could achieve the same thing while tending to favor the most qualified candidate  as you say ,It was a policy developed in response to different times with different problems  Those problems still exist  but they ve changed  Perhaps its time for policy to evolve as well im not sure I agree with every idea discussed in the article  but some of them seem sensible  And in contrast to affirmative action  these policies could achieve the same thing while tending to favor the most qualified candidate  as you say 
613,0,Oh its going to be a fun place all right  So  as Jesus said earlier in this chapter     Make every effort to enter through the narrow door  because many  I tell you  will try to enter and will not be able to  ,Oh its going to be a fun place all right  So  as Jesus said earlier in this chapter     Make every effort to enter through the narrow door  because many  I tell you  will try to enter and will not be able to  
615,0,Yeah and get rid of Soc Sec  And Medicare  That the biggest expense,Yeah and get rid of Soc Sec  And Medicare  That the biggest expense
616,0,Such is a plausible hypothesis  and if true  perhaps they are customized with body enhancements  nevertheless  she and her party are attacking women  via the Alinsky playbook ,Such is a plausible hypothesis  and if true  perhaps they are customized with body enhancements  nevertheless  she and her party are attacking women  via the Alinsky playbook 
618,0,Brienne of Snarth  I want to share my white male privilege  large alligator  with you ,Brienne of Snarth  I want to share my white male privilege  large alligator  with you 
619,0,Sigh  Shesnot much of a First Lady is she ,Sigh  Shesnot much of a First Lady is she 
620,0,Diversity  No white people  LOL,Diversity  No white people  LOL
621,0,yes communists try to shut you up any way they can  the political correctness is the start of it,yes communists try to shut you up any way they can  the political correctness is the start of it
622,0,By law  local law enforcement agencies are supposed to turn illegal immigrants over to the feds for deportation when they are due to be released from custody  but illegal immigration advocates say the policy violates the subject s civil rights  What  civil rights  do non citizens in this country  None ,By law  local law enforcement agencies are supposed to turn illegal immigrants over to the feds for deportation when they are due to be released from custody  but illegal immigration advocates say the policy violates the subject s civil rights  What  civil rights  do non citizens in this country  None 
625,0,Not a huge fan   state by state issue ,Not a huge fan   state by state issue 
626,0,Like I said    How much did you pay ,Like I said    How much did you pay 
628,0,Or      fathers  brothers  cousins of the women should protect them  How about that ,Or      fathers  brothers  cousins of the women should protect them  How about that 
629,0,Here s hoping he brings as many Republicans down with him as possible ,Here s hoping he brings as many Republicans down with him as possible 
630,0,I think that is probably one more commencement speech than you have given,I think that is probably one more commencement speech than you have given
631,0,barker  You miss the whole point  you  intellectual lightweight   Freedom is about protecting speech  whether or not YOU like what is being said  ,barker  You miss the whole point  you  intellectual lightweight   Freedom is about protecting speech  whether or not YOU like what is being said  
632,0, Give us all your money so we can make you rich and independent  , Give us all your money so we can make you rich and independent  
633,0, As I urged you when I went into Macedonia  stay there in Ephesus so that you may command certain people not to teach false doctrines any longer or to devote themselves to myths and endless genealogies  Such things promote controversial speculations rather than advancing God s work  which is by faith    It is not as though God s word had failed  For not all who are descended from Israel are Israel    For they are not all Israel which are of Israel  neither because they are the seed of Abraham are they all children  but the children of promise are counted for the seed  , As I urged you when I went into Macedonia  stay there in Ephesus so that you may command certain people not to teach false doctrines any longer or to devote themselves to myths and endless genealogies  Such things promote controversial speculations rather than advancing God s work  which is by faith    It is not as though God s word had failed  For not all who are descended from Israel are Israel    For they are not all Israel which are of Israel  neither because they are the seed of Abraham are they all children  but the children of promise are counted for the seed  
634,0,Because affirmative action is by its very nature  racist  It contends that races are superior and inferior  That members of racial groups should be promoted and demoted in an attempt to    do what ,Because affirmative action is by its very nature  racist  It contends that races are superior and inferior  That members of racial groups should be promoted and demoted in an attempt to    do what 
636,0,And people wonder why England voted FOR Brexit ,And people wonder why England voted FOR Brexit 
637,0,barker   Too funny     ,barker   Too funny     
639,0,Donald pays more in federal income taxes in one year than you will pay over your lifetime ,Donald pays more in federal income taxes in one year than you will pay over your lifetime 
640,0,is she related to BroBama  ,is she related to BroBama  
641,0,America is fast becoming a failed state ,America is fast becoming a failed state 
642,0,um    more of an economic and policy discussion than a jesus discussion    ,um    more of an economic and policy discussion than a jesus discussion    
643,0,Or anything else worth knowing ,Or anything else worth knowing 
644,0,Oh  is that why the govt   who typically slants numbers in their favor  reports billions in fraud  Huh  where is the fraud coming from  Your adult toy purchases ,Oh  is that why the govt   who typically slants numbers in their favor  reports billions in fraud  Huh  where is the fraud coming from  Your adult toy purchases 
647,0,Sure you dont want to go back any further  I am sure this didnt start in the last   years  but I see what youretrying to do ,Sure you dont want to go back any further  I am sure this didnt start in the last   years  but I see what youretrying to do 
648,0,its already here   Go to any vomit burger and see if the dummy at the register can count the change ,its already here   Go to any vomit burger and see if the dummy at the register can count the change 
649,0,Trump will clean house of these incompetent anti American democrat hacks of Obama s  Things will change and America will get back to enforcing the law  TRUMP      ,Trump will clean house of these incompetent anti American democrat hacks of Obama s  Things will change and America will get back to enforcing the law  TRUMP      
650,0,If you believe that  you ve been deceived ,If you believe that  you ve been deceived 
651,0,Fines for what ,Fines for what 
654,0,Give money to freedom give to the George Soros Charity  Open Society is a freedom organization that works with all people wanting to be free ,Give money to freedom give to the George Soros Charity  Open Society is a freedom organization that works with all people wanting to be free 
655,0,Bush first  He is an international war criminal ,Bush first  He is an international war criminal 
656,0,Sanctuary Is a place of refuge for Individuals that are appealing to the people of a State and not the State itself  A plea for personal protection in full recognition of their gilt in the breaking of the laws of a State  A safe zone of apprehension by the People for the protection of all  Where they can safely present their case of circumstances that led them to having no other alternative than to brake the States Laws  For when a State itself is involved in the granting of Sanctuary it is in conflict of interest to itself and the people thereof ,Sanctuary Is a place of refuge for Individuals that are appealing to the people of a State and not the State itself  A plea for personal protection in full recognition of their gilt in the breaking of the laws of a State  A safe zone of apprehension by the People for the protection of all  Where they can safely present their case of circumstances that led them to having no other alternative than to brake the States Laws  For when a State itself is involved in the granting of Sanctuary it is in conflict of interest to itself and the people thereof 
657,0,The story PLAINLY STATED that those who are DISABLED ARE EXEMPT ,The story PLAINLY STATED that those who are DISABLED ARE EXEMPT 
658,0,If I have to work then people who want to spend my tax money should have to work also  There needs to be a big incentive to work like   no benefits for you  ,If I have to work then people who want to spend my tax money should have to work also  There needs to be a big incentive to work like   no benefits for you  
659,0,You took a lot of time to say nothing ,You took a lot of time to say nothing 
663,0,He means the person who originally had that ss  was born in      ,He means the person who originally had that ss  was born in      
664,0,So if they are alone who has to prove it was said ,So if they are alone who has to prove it was said 
665,0, Congress shall make no law    abridging the freedom of speech     I believe the other   branches to clearly be implied  Why dont you , Congress shall make no law    abridging the freedom of speech     I believe the other   branches to clearly be implied  Why dont you 
666,0,You are wrong  Get educated and find out the truth  There have been people flying it  Very sick ,You are wrong  Get educated and find out the truth  There have been people flying it  Very sick 
668,0,How can you know what is in another one s thoughts ,How can you know what is in another one s thoughts 
671,0,Please tell me if I im getting this right  the US Department of Agriculture states that       of welfare recipients are  white privilege victims  ,Please tell me if I im getting this right  the US Department of Agriculture states that       of welfare recipients are  white privilege victims  
674,0,As much as     of the DNA of the North Eastern North American natives was European in origin  How many hundreds of years and what percentage of their DNA before they were considered native by you sir  Or are we all only native to Africa          to        years isnt that long really is it   ,As much as     of the DNA of the North Eastern North American natives was European in origin  How many hundreds of years and what percentage of their DNA before they were considered native by you sir  Or are we all only native to Africa          to        years isnt that long really is it   
676,0,The confederate flag is the least of America s problems ,The confederate flag is the least of America s problems 
678,0,Fourth time  What forced compliance of perversion ,Fourth time  What forced compliance of perversion 
679,0,I dont think an AR has sufficient power to take out an alligator  I would suggest a     ,I dont think an AR has sufficient power to take out an alligator  I would suggest a     
680,0,Do I want men wearing dresses  No  but not freaked out by it either ,Do I want men wearing dresses  No  but not freaked out by it either 
681,0,There is racism in Israel like in every other country  but more reasonable that less    When the question of racism against Ethiopian Jews was raised  Israel proved its ability to fight it with the most effective and vigorous ways  I bet this problem will be solved before you will be capable to determine your self autonomously  and not in identification with your anti semitic hate ,There is racism in Israel like in every other country  but more reasonable that less    When the question of racism against Ethiopian Jews was raised  Israel proved its ability to fight it with the most effective and vigorous ways  I bet this problem will be solved before you will be capable to determine your self autonomously  and not in identification with your anti semitic hate 
682,0,No by the standard that has been around since this country was founded and before ,No by the standard that has been around since this country was founded and before 
684,0,and storm    try and recall how the left name called and rolled in the gutter   as you say     over Palin  so democrat women deserve respect    why ,and storm    try and recall how the left name called and rolled in the gutter   as you say     over Palin  so democrat women deserve respect    why 
687,0,thats ridiculous ,thats ridiculous 
688,0,and Hilary is innocent and says none of that     NOT  Michelle  shut your pie hole no cares what you think  Go redecorate something,and Hilary is innocent and says none of that     NOT  Michelle  shut your pie hole no cares what you think  Go redecorate something
690,0,NC made itself the poster boy for this repulsive legislation which is why they are being singled out  Where is the conservative outage over Dennis Hastert  Mark Foley and Larry Craig ,NC made itself the poster boy for this repulsive legislation which is why they are being singled out  Where is the conservative outage over Dennis Hastert  Mark Foley and Larry Craig 
691,0,The Obamas have no shame  Shouldn t she be providing advice to those who are about to start their new lives  Instead  she is just trying to further the democrat agenda ,The Obamas have no shame  Shouldn t she be providing advice to those who are about to start their new lives  Instead  she is just trying to further the democrat agenda 
694,0,Sister Cleo   Is that you ,Sister Cleo   Is that you 
695,0,but barry loves her   ,but barry loves her   
696,0,thats what the GI Bill is for  Assuming that you can graduate HS and stay out of jail  Uncle Sam can get you a free ride ,thats what the GI Bill is for  Assuming that you can graduate HS and stay out of jail  Uncle Sam can get you a free ride 
697,0,There are no such things as inalienable rights ,There are no such things as inalienable rights 
699,0,But the Walton family is broke,But the Walton family is broke
700,0,Most people dont think about alligators in the pond when they are vacationing at Disney  I wonder why they didnt post a warning sign ,Most people dont think about alligators in the pond when they are vacationing at Disney  I wonder why they didnt post a warning sign 
701,0,Judge Napolitano  I must correct you on a talking point I just watched you state on Fox Extra  Your point that South Carolina should remove the Confederate Flag from the State House is wrong  and it surprises me that you failed to do the proper research  The state legislature removed the Confederate Flag from the State House on   July       It was then placed BEHIND the Confederate War Memorial on State House grounds to honor the troops from SC who fought for the Confederacy  right where it belongs  In the future  PLEASE do your research before spouting off like a liberal ,Judge Napolitano  I must correct you on a talking point I just watched you state on Fox Extra  Your point that South Carolina should remove the Confederate Flag from the State House is wrong  and it surprises me that you failed to do the proper research  The state legislature removed the Confederate Flag from the State House on   July       It was then placed BEHIND the Confederate War Memorial on State House grounds to honor the troops from SC who fought for the Confederacy  right where it belongs  In the future  PLEASE do your research before spouting off like a liberal 
702,0,Wrong  Social security started when  ,Wrong  Social security started when  
703,0,this nut job married a Givonna Long  google this name to see what a prize she married,this nut job married a Givonna Long  google this name to see what a prize she married
705,0,I think they should go back to the   Day War boarders  isnt that how most countries gained land through war ,I think they should go back to the   Day War boarders  isnt that how most countries gained land through war 
706,0,It seems  most of our government is seriously broken  I recently witnessed   Seattle  city workers  standing around a hole watching a backhoe bucket work ,It seems  most of our government is seriously broken  I recently witnessed   Seattle  city workers  standing around a hole watching a backhoe bucket work 
